address,albers_x,albers_y,DISSEMINATION_BLOCK_ID,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1012 NELSON ST, VANCOUVER, BC",1209173,478139,59153684001,Pattison High School,1209307,478110,29.613682440020938,00:00:29,0.152,schools
"1012 NELSON ST, VANCOUVER, BC",1209188,478125,59153684001,Pattison High School,1209307,478110,29.613682440020938,00:00:29,0.152,schools
"1012 RICHELIEU AV, VANCOUVER, BC",1209232,475286,59150656002,L'Ecole Bilingue Elementary,1209026,475541,45.07496544318128,00:00:45,0.347,schools
"1014 CARDERO ST, VANCOUVER, BC",1208514,478731,59150846003,King George Secondary,1208443,479047,47.69624095607827,00:00:47,0.432,schools
"1014 E 10TH AV, VANCOUVER, BC",1212463,476031,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,103.30940043840738,00:01:43,0.93,schools
"1014 E 22ND AV, VANCOUVER, BC",1212485,474859,59150373001,Charles Dickens Annex,1212533,474809,40.16309440611331,00:00:40,0.221,schools
"1014 HOMER ST, VANCOUVER, BC",1209675,477651,59153470004,Elsie Roy Elementary,1209538,477136,115.81907850352385,00:01:55,0.891,schools
"1014 W 11TH AV, VANCOUVER, BC",1209245,475902,59153136003,L'Ecole Bilingue Elementary,1209026,475541,81.39220182959974,00:01:21,0.646,schools
"1015 BURRARD ST, VANCOUVER, BC",1209145,478096,59153684001,Pattison High School,1209307,478110,118.93424603009754,00:01:58,0.967,schools
"1015 CLARK DRIVE, VANCOUVER, BC",1212764,477620,59150751010,Britannia Community Secondary,1213204,477619,88.65734171303163,00:01:28,0.722,schools
"1015 DENMAN ST, VANCOUVER, BC",1208246,478985,59150864001,King George Secondary,1208443,479047,40.657238781228706,00:00:40,0.262,schools
"1015 E 11TH AV, VANCOUVER, BC",1212474,475987,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,106.60583895506126,00:01:46,0.94,schools
"1015 E 12TH AV, VANCOUVER, BC",1212475,475886,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,93.35458985289112,00:01:33,0.838,schools
"1015 E 14TH AV, VANCOUVER, BC",1212481,475685,59150745004,Charles Dickens Elementary,1212535,475325,98.64000086915509,00:01:38,0.561,schools
"1015 E 15TH AV, VANCOUVER, BC",1212482,475583,59150737004,Charles Dickens Elementary,1212535,475325,85.65703959446763,00:01:25,0.461,schools
"1015 E 22ND AV, VANCOUVER, BC",1212484,474911,59154158003,Charles Dickens Annex,1212533,474809,57.941408234882005,00:00:57,0.221,schools
"1015 E 41ST AV, VANCOUVER, BC",1212494,472904,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,70.68483058924089,00:01:10,0.331,schools
"1015 E 8TH AV, VANCOUVER, BC",1212464,476297,59150721001,Mount Pleasant StrongStart Centre,1211649,476302,136.64492754680091,00:02:16,0.865,schools
"1015 E BROADWAY, VANCOUVER, BC",1212467,476197,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,136.53642432213692,00:02:16,0.973,schools
"1015 E GEORGIA ST, VANCOUVER, BC",1212445,477953,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,61.7614276964931,00:01:01,0.235,schools
"1015 E KING EDWARD AV, VANCOUVER, BC",1212487,474646,59150373002,Charles Dickens Annex,1212533,474809,74.82301009204232,00:01:14,0.374,schools
"1015 E PENDER ST, VANCOUVER, BC",1212443,478154,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,126.69116350190123,00:02:06,0.633,schools
"1015 IRONWORK PASSAGE, VANCOUVER, BC",1209126,476724,59153689032,False Creek Elementary,1209243,476553,195.09066602658356,00:03:15,0.397,schools
"1015 KINGSWAY, VANCOUVER, BC",1212491,475220,59154191009,Charles Dickens Elementary,1212535,475325,40.92786699087705,00:00:40,0.173,schools
"1015 W 13TH AV, VANCOUVER, BC",1209258,475743,59150646005,L'Ecole Bilingue Elementary,1209026,475541,65.70476085464382,00:01:05,0.476,schools
"1015 W 16TH AV, VANCOUVER, BC",1209197,475455,59150645003,L'Ecole Bilingue Elementary,1209026,475541,35.31076961265718,00:00:35,0.301,schools
"1015 W 8TH AV, VANCOUVER, BC",1209240,476270,59154192004,L'Ecole Bilingue Elementary,1209026,475541,122.83082998787938,00:02:02,1.053,schools
"1016 E 11TH AV, VANCOUVER, BC",1212476,475933,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,94.00422220789311,00:01:34,0.84,schools
"1016 E 14TH AV, VANCOUVER, BC",1212483,475628,59150737004,Charles Dickens Elementary,1212535,475325,86.29497137954071,00:01:26,0.463,schools
"1016 E 16TH AV, VANCOUVER, BC",1212473,475457,59154191003,Charles Dickens Elementary,1212535,475325,51.88492052377322,00:00:51,0.278,schools
"1016 E 18TH AV, VANCOUVER, BC",1212488,475259,59154191009,Charles Dickens Elementary,1212535,475325,33.237530754781744,00:00:33,0.149,schools
"1016 E 7TH AV, VANCOUVER, BC",1212464,476340,59150721001,Mount Pleasant StrongStart Centre,1211649,476302,137.04035047792152,00:02:17,0.866,schools
"1016 E 8TH AV, VANCOUVER, BC",1212461,476240,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,134.97212144228033,00:02:14,0.968,schools
"1016 E PENDER ST, VANCOUVER, BC",1212451,478096,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,56.03234612915652,00:00:56,0.238,schools
"1016 W 12TH AV, VANCOUVER, BC",1209249,475796,59150646005,L'Ecole Bilingue Elementary,1209026,475541,65.9661365765782,00:01:05,0.536,schools
"1016 W 13TH AV, VANCOUVER, BC",1209250,475694,59150646002,L'Ecole Bilingue Elementary,1209026,475541,59.13019150234216,00:00:59,0.437,schools
"1017 E 10TH AV, VANCOUVER, BC",1212469,476086,59150744001,Florence Nightingale StrongStart Centre,1211687,475869,118.50831051472629,00:01:58,1.039,schools
"1017 E 13TH AV, VANCOUVER, BC",1212480,475786,59150745005,Florence Nightingale StrongStart Centre,1211687,475869,94.43010332855683,00:01:34,0.842,schools
"1017 E 33RD AV, VANCOUVER, BC",1212498,473725,59150419004,Sir Richard McBride Annex,1212408,473884,30.326709865690493,00:00:30,0.163,schools
"1017 E GEORGIA ST, VANCOUVER, BC",1212459,477953,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,61.7614276964931,00:01:01,0.235,schools
"1017 KEEFER ST, VANCOUVER, BC",1212462,478053,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,22.07348420586137,00:00:22,0.133,schools
"1017 W 7TH AV, VANCOUVER, BC",1209227,476362,59154192002,L'Ecole Bilingue Elementary,1209026,475541,133.21810038195778,00:02:13,1.155,schools
"1018 E 31ST AV, VANCOUVER, BC",1212488,473925,59150419004,Sir Richard McBride Annex,1212408,473884,6.283682096701465,00:00:06,0.04,schools
"1018 E 39TH AV, VANCOUVER, BC",1212481,473051,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,54.28545718351087,00:00:54,0.219,schools
"1018 GRANVILLE ST, VANCOUVER, BC",1209470,477870,59154134002,Pattison High School,1209307,478110,133.98676936076984,00:02:13,0.882,schools
"1018 GRANVILLE ST, VANCOUVER, BC",1209465,477864,59154134002,Pattison High School,1209307,478110,133.98676936076984,00:02:13,0.882,schools
"1018 W 16TH AV, VANCOUVER, BC",1209231,475401,59150656001,L'Ecole Bilingue Elementary,1209026,475541,40.5011911450097,00:00:40,0.31,schools
"1019 BROUGHTON ST, VANCOUVER, BC",1208661,478593,59150846005,Lord Roberts Elementary,1208355,478705,78.54287037159084,00:01:18,0.548,schools
"1019 BUTE ST, VANCOUVER, BC",1208891,478397,59153674002,Lord Roberts Annex,1208956,478319,28.603552792072023,00:00:28,0.112,schools
"1019 E 38TH AV, VANCOUVER, BC",1212486,473211,59150385001,Sir Alexander Mackenzie Elementary,1212313,473057,64.28444009594007,00:01:04,0.332,schools
"1019 E 39TH AV, VANCOUVER, BC",1212488,473112,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,54.602311779883365,00:00:54,0.23,schools
"1019 E 40TH AV, VANCOUVER, BC",1212492,473007,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,57.644927863423376,00:00:57,0.229,schools
"1019 GILFORD ST, VANCOUVER, BC",1208111,479086,59150859003,King George Secondary,1208443,479047,61.882850695991365,00:01:01,0.437,schools
"1019 NANTON AV, VANCOUVER, BC",1209247,474259,59150659009,Vancouver Talmud Torah Elementary,1209333,474385,28.61842651423991,00:00:28,0.172,schools
"1019 SEYMOUR ST, VANCOUVER, BC",1209488,477828,59154134002,Pattison High School,1209307,478110,137.47162298561688,00:02:17,0.893,schools
"1019 W 8TH AV, VANCOUVER, BC",1209222,476269,59154192004,L'Ecole Bilingue Elementary,1209026,475541,125.51596361351643,00:02:05,1.023,schools
"102 MAIN ST, VANCOUVER, BC",1211187,478492,59150762002,Crosstown Elementary,1210665,477892,134.74903431576195,00:02:14,1.193,schools
"102 W 17TH AV, VANCOUVER, BC",1210710,475313,59150682001,Simon Fraser Elementary,1210646,475505,34.84974461983752,00:00:34,0.222,schools
"102 W 18TH AV, VANCOUVER, BC",1210712,475205,59150682002,Simon Fraser Elementary,1210646,475505,55.06998062429133,00:00:55,0.33,schools
"102 W 19TH AV, VANCOUVER, BC",1210713,475103,59150683001,Simon Fraser Elementary,1210646,475505,64.734777336367,00:01:04,0.432,schools
"102 W 20TH AV, VANCOUVER, BC",1210715,474992,59150683002,Simon Fraser Elementary,1210646,475505,85.25013837330904,00:01:25,0.543,schools
"102 W 21ST AV, VANCOUVER, BC",1210715,474894,59153252001,Simon Fraser Elementary,1210646,475505,94.53400430118324,00:01:34,0.641,schools
"102 W 22ND AV, VANCOUVER, BC",1210717,474789,59153252002,General Wolfe Elementary,1210854,474408,89.87152072975373,00:01:29,0.567,schools
"102 W 23RD AV, VANCOUVER, BC",1210720,474674,59153252003,General Wolfe Elementary,1210854,474408,78.99075220745074,00:01:18,0.452,schools
"102 W 40TH AV, VANCOUVER, BC",1210740,472979,59150540002,Sir Wm Van Horne Elementary,1210881,472668,81.9175369852298,00:01:21,0.457,schools
"102 W BROADWAY, VANCOUVER, BC",1210700,476129,59153158002,St Patrick Regional Secondary,1211034,475992,73.48852889284389,00:01:13,0.486,schools
"102 WATER ST, VANCOUVER, BC",1210630,478448,59153578003,Crosstown Elementary,1210665,477892,106.69410068862129,00:01:46,0.874,schools
"1020 CHILCO ST, VANCOUVER, BC",1208031,479127,59150859003,King George Secondary,1208443,479047,80.92600330549993,00:01:20,0.566,schools
"1020 E 10TH AV, VANCOUVER, BC",1212471,476029,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,105.91324141038577,00:01:45,0.938,schools
"1020 E 12TH AV, VANCOUVER, BC",1212478,475829,59150745005,Florence Nightingale StrongStart Centre,1211687,475869,94.18197996613172,00:01:34,0.841,schools
"1020 E 14TH AV, VANCOUVER, BC",1212490,475628,59150737004,Charles Dickens Elementary,1212535,475325,88.58537049032371,00:01:28,0.47,schools
"1020 E 33RD AV, VANCOUVER, BC",1212477,473671,59150381003,Sir Richard McBride Annex,1212408,473884,64.10905498661153,00:01:04,0.302,schools
"1020 E 37TH AV, VANCOUVER, BC",1212483,473255,59150385001,Sir Alexander Mackenzie Elementary,1212313,473057,63.633922727670225,00:01:03,0.33,schools
"1020 E 38TH AV, VANCOUVER, BC",1212486,473154,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,54.19761379456733,00:00:54,0.229,schools
"1020 E 39TH AV, VANCOUVER, BC",1212491,473052,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,57.563184976993156,00:00:57,0.229,schools
"1020 E 40TH AV, VANCOUVER, BC",1212494,472947,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,70.56589697965654,00:01:10,0.331,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212426,478306,59153181013,Admiral Seymour StrongStart Centre,1212578,477967,81.01366485076389,00:01:21,0.393,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212449,478307,59153181013,Admiral Seymour StrongStart Centre,1212578,477967,81.01366485076389,00:01:21,0.393,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212434,478307,59153181013,Admiral Seymour StrongStart Centre,1212578,477967,81.01366485076389,00:01:21,0.393,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212441,478307,59153181013,Admiral Seymour StrongStart Centre,1212578,477967,81.01366485076389,00:01:21,0.393,schools
"1020 E CORDOVA ST, VANCOUVER, BC",1212457,478307,59153181013,Admiral Seymour StrongStart Centre,1212578,477967,81.01366485076389,00:01:21,0.393,schools
"1020 E HASTINGS ST, VANCOUVER, BC",1212441,478196,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,106.05551865065357,00:01:46,0.531,schools
"1020 E KING EDWARD AV, VANCOUVER, BC",1212481,474606,59153816003,Charles Dickens Annex,1212533,474809,81.48576187340066,00:01:21,0.381,schools
"1020 E PENDER ST, VANCOUVER, BC",1212459,478096,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,56.03234612915652,00:00:56,0.238,schools
"1020 GRANVILLE ST, VANCOUVER, BC",1209460,477858,59154134002,Pattison High School,1209307,478110,136.53889794527475,00:02:16,0.89,schools
"1020 HAMILTON ST, VANCOUVER, BC",1209734,477634,59153470001,Elsie Roy Elementary,1209538,477136,99.46934846368212,00:01:39,0.814,schools
"1020 HARWOOD ST, VANCOUVER, BC",1208817,477721,59150792005,Pattison High School,1209307,478110,91.39465754571088,00:01:31,0.7,schools
"1020 MAINLAND ST, VANCOUVER, BC",1209753,477572,59153470003,Elsie Roy Elementary,1209538,477136,92.08037915745366,00:01:32,0.677,schools
"1020 MALKIN AV, VANCOUVER, BC",1212458,477297,59150751023,Admiral Seymour StrongStart Centre,1212578,477967,133.40247856407046,00:02:13,1.071,schools
"1020 MARINASIDE CRESCENT, VANCOUVER, BC",1210053,477232,59153562007,Elsie Roy Elementary,1209538,477136,82.66739247008233,00:01:22,0.778,schools
"1020 MARINASIDE CRESCENT, VANCOUVER, BC",1210217,477303,59154000015,Elsie Roy Elementary,1209538,477136,82.66739247008233,00:01:22,0.778,schools
"1020 STATION ST, VANCOUVER, BC",1211251,477530,59150751018,Columbia College,1211535,477142,75.42042884285267,00:01:15,0.629,schools
"1020 W 12TH AV, VANCOUVER, BC",1209233,475796,59150646005,L'Ecole Bilingue Elementary,1209026,475541,76.1083669675656,00:01:16,0.567,schools
"1020 W 12TH AV, VANCOUVER, BC",1209218,475796,59150646005,L'Ecole Bilingue Elementary,1209026,475541,76.1083669675656,00:01:16,0.567,schools
"1020 W 15TH AV, VANCOUVER, BC",1209218,475493,59150645003,L'Ecole Bilingue Elementary,1209026,475541,41.85348468190924,00:00:41,0.321,schools
"1020 W 16TH AV, VANCOUVER, BC",1209196,475399,59150656001,L'Ecole Bilingue Elementary,1209026,475541,41.111676140167035,00:00:41,0.312,schools
"1020 W BROADWAY, VANCOUVER, BC",1209214,476108,59153136001,L'Ecole Bilingue Elementary,1209026,475541,110.64545864092561,00:01:50,0.876,schools
"1020 WOLFE AV, VANCOUVER, BC",1209204,474925,59150657010,Vancouver Talmud Torah Elementary,1209333,474385,70.28500130844121,00:01:10,0.601,schools
"1021 BURNABY ST, VANCOUVER, BC",1208917,477860,59150795003,Pattison High School,1209307,478110,71.4673069723238,00:01:11,0.504,schools
"1021 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209216,474065,59150670009,Vancouver Talmud Torah Elementary,1209333,474385,59.319437143532184,00:00:59,0.426,schools
"1021 E 12TH AV, VANCOUVER, BC",1212485,475886,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,96.62659802906173,00:01:36,0.848,schools
"1021 E 13TH AV, VANCOUVER, BC",1212490,475786,59150745005,Florence Nightingale StrongStart Centre,1211687,475869,97.70146732013473,00:01:37,0.852,schools
"1021 E 14TH AV, VANCOUVER, BC",1212490,475686,59150745004,Charles Dickens Elementary,1212535,475325,101.59170705624878,00:01:41,0.57,schools
"1021 E 15TH AV, VANCOUVER, BC",1212493,475579,59150737004,Charles Dickens Elementary,1212535,475325,60.21400460765588,00:01:00,0.416,schools
"1021 HARWOOD ST, VANCOUVER, BC",1208833,477789,59150793003,Pattison High School,1209307,478110,90.93210666072986,00:01:30,0.628,schools
"1021 W HASTINGS ST, VANCOUVER, BC",1209780,478869,59153995003,Alexander Academy,1210097,478578,89.0494245659286,00:01:29,0.486,schools
"1022 E 13TH AV, VANCOUVER, BC",1212481,475728,59150745004,Charles Dickens Elementary,1212535,475325,98.93703802435446,00:01:38,0.561,schools
"1022 E 21ST AV, VANCOUVER, BC",1212481,474955,59154158003,Charles Dickens Annex,1212533,474809,57.37567546788999,00:00:57,0.219,schools
"1022 MAIN ST, VANCOUVER, BC",1211194,477554,59150751001,Columbia College,1211535,477142,123.02119854108078,00:02:03,1.045,schools
"1022 NELSON ST, VANCOUVER, BC",1209145,478167,59153684001,Pattison High School,1209307,478110,43.44234649280187,00:00:43,0.21,schools
"1022 SEYMOUR ST, VANCOUVER, BC",1209543,477801,59154134001,Elsie Roy Elementary,1209538,477136,122.40802620574017,00:02:02,0.95,schools
"1023 CONNAUGHT DRIVE, VANCOUVER, BC",1209253,473951,59150670008,Vancouver Talmud Torah Elementary,1209333,474385,62.57168727408387,00:01:02,0.48,schools
"1023 E 11TH AV, VANCOUVER, BC",1212484,475987,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,109.87784276510125,00:01:49,0.95,schools
"1023 E 17TH AV, VANCOUVER, BC",1212472,475413,59154191003,Charles Dickens Elementary,1212535,475325,51.25904024092908,00:00:51,0.276,schools
"1023 E 21ST AV, VANCOUVER, BC",1212494,475012,59154158001,Charles Dickens Elementary,1212535,475325,64.34252778949298,00:01:04,0.391,schools
"1023 E 41ST AV, VANCOUVER, BC",1212503,472904,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,73.63017994273878,00:01:13,0.34,schools
"1023 E 8TH AV, VANCOUVER, BC",1212474,476297,59150721001,Mount Pleasant StrongStart Centre,1211649,476302,139.91636261062905,00:02:19,0.875,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208773,477695,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208735,477728,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208720,477742,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208728,477735,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208713,477749,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208750,477715,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208765,477701,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208758,477708,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 PACIFIC ST, VANCOUVER, BC",1208743,477721,59150792005,Anchor Point Montessori,1208902,477646,101.60564044053791,00:01:41,0.566,schools
"1023 WOLFE AV, VANCOUVER, BC",1209231,474995,59150656003,Vancouver Talmud Torah Elementary,1209333,474385,73.6764074286519,00:01:13,0.637,schools
"1024 CARDERO ST, VANCOUVER, BC",1208508,478725,59150846003,King George Secondary,1208443,479047,47.65352146142038,00:00:47,0.432,schools
"1024 E 10TH AV, VANCOUVER, BC",1212481,476029,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,109.18524522042536,00:01:49,0.948,schools
"1024 E 11TH AV, VANCOUVER, BC",1212484,475930,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,96.60124801240723,00:01:36,0.848,schools
"1024 E 13TH AV, VANCOUVER, BC",1212492,475728,59150745004,Charles Dickens Elementary,1212535,475325,102.536236003052,00:01:42,0.572,schools
"1024 E 16TH AV, VANCOUVER, BC",1212487,475457,59154191003,Charles Dickens Elementary,1212535,475325,56.465753025606986,00:00:56,0.292,schools
"1024 E 20TH AV, VANCOUVER, BC",1212497,475056,59154158001,Charles Dickens Elementary,1212535,475325,65.65869862215362,00:01:05,0.395,schools
"1024 KEEFER ST, VANCOUVER, BC",1212468,477995,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,21.745333215190122,00:00:21,0.129,schools
"1024 MAIN ST, VANCOUVER, BC",1211194,477546,59150751001,Columbia College,1211535,477142,124.1010573237818,00:02:04,1.06,schools
"1024 MAIN ST, VANCOUVER, BC",1211194,477539,59150751001,Columbia College,1211535,477142,124.1010573237818,00:02:04,1.06,schools
"1024 W 7TH AV, VANCOUVER, BC",1209224,476310,59154192004,L'Ecole Bilingue Elementary,1209026,475541,128.0358232228122,00:02:08,1.069,schools
"1025 CHILCO ST, VANCOUVER, BC",1208027,479183,59153394005,King George Secondary,1208443,479047,85.07601744578926,00:01:25,0.575,schools
"1025 CHILCO ST, VANCOUVER, BC",1208017,479194,59153394005,King George Secondary,1208443,479047,85.07601744578926,00:01:25,0.575,schools
"1025 E 10TH AV, VANCOUVER, BC",1212479,476087,59150744001,Florence Nightingale StrongStart Centre,1211687,475869,121.78896624622094,00:02:01,1.049,schools
"1025 E 17TH AV, VANCOUVER, BC",1212487,475413,59154191003,Charles Dickens Elementary,1212535,475325,56.167075064289946,00:00:56,0.291,schools
"1025 E 22ND AV, VANCOUVER, BC",1212496,474911,59154158003,Charles Dickens Annex,1212533,474809,61.86704438292236,00:01:01,0.233,schools
"1025 E 39TH AV, VANCOUVER, BC",1212498,473112,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,57.87449883128818,00:00:57,0.24,schools
"1025 E 40TH AV, VANCOUVER, BC",1212501,473007,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,60.38985571831732,00:01:00,0.237,schools
"1025 E BROADWAY, VANCOUVER, BC",1212477,476197,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,143.41566342363035,00:02:23,0.994,schools
"1025 E BROADWAY, VANCOUVER, BC",1212488,476198,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,143.41566342363035,00:02:23,0.994,schools
"1025 E KING EDWARD AV, VANCOUVER, BC",1212501,474652,59150373002,Charles Dickens Annex,1212533,474809,73.80224510196933,00:01:13,0.359,schools
"1025 GILFORD ST, VANCOUVER, BC",1208082,479064,59150859003,King George Secondary,1208443,479047,53.785424824743494,00:00:53,0.431,schools
"1025 GILFORD ST, VANCOUVER, BC",1208097,479051,59150859003,King George Secondary,1208443,479047,53.785424824743494,00:00:53,0.431,schools
"1025 GRANVILLE ST, VANCOUVER, BC",1209413,477900,59154134003,Pattison High School,1209307,478110,132.0601249648649,00:02:12,0.801,schools
"1025 GRANVILLE ST, VANCOUVER, BC",1209408,477894,59154134003,Pattison High School,1209307,478110,132.0601249648649,00:02:12,0.801,schools
"1025 RICHELIEU AV, VANCOUVER, BC",1209197,475344,59150656001,L'Ecole Bilingue Elementary,1209026,475541,45.451978914355934,00:00:45,0.354,schools
"1025 ROBSON ST, VANCOUVER, BC",1209421,478442,59153483001,Pattison High School,1209307,478110,78.20307740403089,00:01:18,0.534,schools
"1025 W 11TH AV, VANCOUVER, BC",1209230,475960,59153136002,L'Ecole Bilingue Elementary,1209026,475541,93.19921290997154,00:01:33,0.762,schools
"1025 W 13TH AV, VANCOUVER, BC",1209235,475753,59150646005,L'Ecole Bilingue Elementary,1209026,475541,70.9012556517345,00:01:10,0.551,schools
"1025 W 7TH AV, VANCOUVER, BC",1209219,476362,59154192002,L'Ecole Bilingue Elementary,1209026,475541,135.83554887852384,00:02:15,1.163,schools
"1026 DAVIE ST, VANCOUVER, BC",1208951,477896,59150795003,Pattison High School,1209307,478110,71.21946392367991,00:01:11,0.503,schools
"1026 E 18TH AV, VANCOUVER, BC",1212498,475258,59154191009,Charles Dickens Elementary,1212535,475325,36.172929483273656,00:00:36,0.158,schools
"1026 E 22ND AV, VANCOUVER, BC",1212498,474855,59150373001,Charles Dickens Annex,1212533,474809,11.250500150182107,00:00:11,0.034,schools
"1026 E 24TH AV, VANCOUVER, BC",1212499,474662,59150373002,Charles Dickens Annex,1212533,474809,63.97703601094469,00:01:03,0.305,schools
"1026 E 38TH AV, VANCOUVER, BC",1212495,473155,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,57.14852831765266,00:00:57,0.238,schools
"1026 E 39TH AV, VANCOUVER, BC",1212502,473052,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,61.3404736650909,00:01:01,0.24,schools
"1026 E 40TH AV, VANCOUVER, BC",1212504,472947,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,73.83850737240647,00:01:13,0.341,schools
"1026 E 7TH AV, VANCOUVER, BC",1212474,476341,59150721001,Mount Pleasant StrongStart Centre,1211649,476302,140.32098142391072,00:02:20,0.876,schools
"1026 GRANVILLE ST, VANCOUVER, BC",1209452,477850,59154134002,Pattison High School,1209307,478110,140.23929374045593,00:02:20,0.901,schools
"1026 LAURIER AV, VANCOUVER, BC",1209221,474698,59150659016,Vancouver Talmud Torah Elementary,1209333,474385,51.90002987190261,00:00:51,0.421,schools
"1026 RICHELIEU AV, VANCOUVER, BC",1209195,475263,59150656002,L'Ecole Bilingue Elementary,1209026,475541,52.603942881269695,00:00:52,0.37,schools
"1026 W 13TH AV, VANCOUVER, BC",1209235,475693,59150646002,L'Ecole Bilingue Elementary,1209026,475541,64.04313373905903,00:01:04,0.452,schools
"1027 E 14TH AV, VANCOUVER, BC",1212500,475686,59150745004,Charles Dickens Elementary,1212535,475325,104.8637052186872,00:01:44,0.58,schools
"1027 E 16TH AV, VANCOUVER, BC",1212488,475507,59150737003,Charles Dickens Elementary,1212535,475325,53.62324421626916,00:00:53,0.346,schools
"1027 E 29TH AV, VANCOUVER, BC",1212491,474211,59150375007,Sir Richard McBride Annex,1212408,473884,58.85558618780924,00:00:58,0.373,schools
"1027 E GEORGIA ST, VANCOUVER, BC",1212467,477953,59153189016,Admiral Seymour StrongStart Centre,1212578,477967,61.281342099695436,00:01:01,0.229,schools
"1027 LAURIER AV, VANCOUVER, BC",1209219,474764,59150659002,Vancouver Talmud Torah Elementary,1209333,474385,49.95187778413015,00:00:49,0.4,schools
"1027 W 27TH AV, VANCOUVER, BC",1209245,474360,59150659008,Vancouver Talmud Torah Elementary,1209333,474385,21.472199555993843,00:00:21,0.072,schools
"1027 W 8TH AV, VANCOUVER, BC",1209209,476271,59154192004,L'Ecole Bilingue Elementary,1209026,475541,132.97547154657687,00:02:12,1.084,schools
"1028 ALBERNI ST, VANCOUVER, BC",1209464,478470,59153483001,Pattison High School,1209307,478110,75.0298210583411,00:01:15,0.52,schools
"1028 BARCLAY ST, VANCOUVER, BC",1209238,478232,59153683002,Pattison High School,1209307,478110,32.41460622814655,00:00:32,0.173,schools
"1028 BARCLAY ST, VANCOUVER, BC",1209255,478215,59153683002,Pattison High School,1209307,478110,32.41460622814655,00:00:32,0.173,schools
"1028 DEVONSHIRE CRESCENT, VANCOUVER, BC",1209251,474017,59150670008,Vancouver Talmud Torah Elementary,1209333,474385,56.408655940338235,00:00:56,0.424,schools
"1028 E 11TH AV, VANCOUVER, BC",1212494,475930,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,99.87325618857783,00:01:39,0.858,schools
"1028 E 12TH AV, VANCOUVER, BC",1212488,475829,59150745005,Florence Nightingale StrongStart Centre,1211687,475869,97.453343957634,00:01:37,0.851,schools
