address,albers_x,albers_y,DISSEMINATION_BLOCK_ID,nearest_facility,coord_x,coord_y,drv_time_sec,drv_time_hrs,drv_dist,tag
"1003 PACIFIC ST, VANCOUVER, BC",1208792,477678,59150792005,Pattison High School,1209307,478110,88.08955417336102,00:01:28,0.69,schools
"1003 W 33RD AV, VANCOUVER, BC",1209266,473728,59150670006,Vancouver Talmud Torah Elementary,1209333,474385,58.88538385337847,00:00:58,0.656,schools
"1003 WOLFE AV, VANCOUVER, BC",1209241,474965,59150656003,Vancouver Talmud Torah Elementary,1209333,474385,69.97828483761835,00:01:09,0.598,schools
"1004 DOUGLAS CRESCENT, VANCOUVER, BC",1209235,475123,59150656003,L'Ecole Bilingue Elementary,1209026,475541,55.900264482737185,00:00:55,0.649,schools
"1004 E 10TH AV, VANCOUVER, BC",1212453,476031,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,93.67905881403347,00:01:33,0.925,schools
"1004 E 11TH AV, VANCOUVER, BC",1212455,475934,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,81.48779868064378,00:01:21,0.828,schools
"1004 E 33RD AV, VANCOUVER, BC",1212456,473670,59150381003,Sir Richard McBride Annex,1212408,473884,49.806100331532704,00:00:49,0.248,schools
"1004 E 37TH AV, VANCOUVER, BC",1212464,473255,59150385001,Sir Alexander Mackenzie Elementary,1212313,473057,51.02273013777733,00:00:51,0.314,schools
"1004 W 11TH AV, VANCOUVER, BC",1209261,475902,59153136003,L'Ecole Bilingue Elementary,1209026,475541,78.13774992317052,00:01:18,0.636,schools
"1004 W 11TH AV, VANCOUVER, BC",1209255,475898,59153136003,L'Ecole Bilingue Elementary,1209026,475541,78.13774992317052,00:01:18,0.636,schools
"1004 W 33RD AV, VANCOUVER, BC",1209265,473669,59150668001,Pacific Torah Institute International,1209340,472811,82.23819515792933,00:01:22,0.866,schools
"1004 W BROADWAY, VANCOUVER, BC",1209252,476109,59153136001,L'Ecole Bilingue Elementary,1209026,475541,98.1419334867918,00:01:38,0.838,schools
"1004 WOLFE AV, VANCOUVER, BC",1209233,474923,59150657010,Vancouver Talmud Torah Elementary,1209333,474385,68.89942401858166,00:01:08,0.587,schools
"1005 BEACH AV, VANCOUVER, BC",1208674,477620,59153172001,Anchor Point Montessori,1208902,477646,73.77666533847504,00:01:13,0.472,schools
"1005 BROUGHTON ST, VANCOUVER, BC",1208671,478607,59150846005,King George Secondary,1208443,479047,58.76989964689384,00:00:58,0.578,schools
"1005 E 15TH AV, VANCOUVER, BC",1212467,475582,59150737004,Charles Dickens Elementary,1212535,475325,70.21456443512005,00:01:10,0.405,schools
"1005 E 17TH AV, VANCOUVER, BC",1212457,475413,59154191003,Charles Dickens Elementary,1212535,475325,35.866889012798,00:00:35,0.222,schools
"1005 E 21ST AV, VANCOUVER, BC",1212464,475011,59154158001,Charles Dickens Elementary,1212535,475325,49.95748077819539,00:00:49,0.367,schools
"1005 E 22ND AV, VANCOUVER, BC",1212464,474905,59154158003,Charles Dickens Annex,1212533,474809,40.3800515246387,00:00:40,0.156,schools
"1005 E 40TH AV, VANCOUVER, BC",1212470,473006,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,48.527300602315435,00:00:48,0.217,schools
"1005 E BROADWAY, VANCOUVER, BC",1212456,476197,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,119.64707552636555,00:01:59,0.915,schools
"1005 E BROADWAY, VANCOUVER, BC",1212446,476197,59150721002,Mount Pleasant StrongStart Centre,1211649,476302,119.64707552636555,00:01:59,0.915,schools
"1005 E KING EDWARD AV, VANCOUVER, BC",1212471,474645,59150373002,Charles Dickens Annex,1212533,474809,67.3780616166853,00:01:07,0.27,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209424,477911,59154134003,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209418,477905,59154134003,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209434,477922,59154134003,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 GRANVILLE ST, VANCOUVER, BC",1209429,477917,59154134003,Pattison High School,1209307,478110,112.12061402400315,00:01:52,0.726,schools
"1005 JERVIS ST, VANCOUVER, BC",1208755,478519,59153676004,Lord Roberts Annex,1208956,478319,59.96181799144423,00:00:59,0.336,schools
"1005 STATION ST, VANCOUVER, BC",1211196,477586,59150751001,Columbia College,1211535,477142,120.72002594084235,00:02:00,1.013,schools
"1005 W 7TH AV, VANCOUVER, BC",1209241,476362,59154192002,L'Ecole Bilingue Elementary,1209026,475541,128.63756551308103,00:02:08,1.141,schools
"1006 E 18TH AV, VANCOUVER, BC",1212475,475266,59154191009,Charles Dickens Elementary,1212535,475325,28.418530890498495,00:00:28,0.135,schools
"1006 W 12TH AV, VANCOUVER, BC",1209264,475796,59150646005,L'Ecole Bilingue Elementary,1209026,475541,55.25669545420116,00:00:55,0.523,schools
"1006 W 37TH AV, VANCOUVER, BC",1209265,473197,59150669008,Pacific Torah Institute International,1209340,472811,87.74269865268734,00:01:27,0.609,schools
"1007 E 12TH AV, VANCOUVER, BC",1212465,475885,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,76.81659444015136,00:01:16,0.779,schools
"1007 W 26TH AV, VANCOUVER, BC",1209243,474462,59150659018,Westside Montessori,1209243,474492,18.832156706978218,00:00:18,0.071,schools
"1008 CAMBIE ST, VANCOUVER, BC",1209866,477463,59153472002,Elsie Roy Elementary,1209538,477136,68.82835883688811,00:01:08,0.61,schools
"1008 CONNAUGHT DRIVE, VANCOUVER, BC",1209251,473911,59150670007,Vancouver Talmud Torah Elementary,1209333,474385,75.0873058780011,00:01:15,0.531,schools
"1008 E 14TH AV, VANCOUVER, BC",1212472,475628,59150737004,Charles Dickens Elementary,1212535,475325,82.69577277689245,00:01:22,0.452,schools
"1008 E 22ND AV, VANCOUVER, BC",1212465,474859,59150373001,Charles Dickens Annex,1212533,474809,34.418947651154234,00:00:34,0.11,schools
"1008 E 24TH AV, VANCOUVER, BC",1212479,474665,59150373002,Charles Dickens Annex,1212533,474809,67.10030648255582,00:01:07,0.325,schools
"1008 E 38TH AV, VANCOUVER, BC",1212466,473154,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,41.41531095570562,00:00:41,0.213,schools
"1008 HOMER ST, VANCOUVER, BC",1209693,477676,59153470004,Elsie Roy Elementary,1209538,477136,109.47993263028866,00:01:49,0.872,schools
"1008 ROBSON ST, VANCOUVER, BC",1209406,478372,59153682002,Pattison High School,1209307,478110,53.95905924499326,00:00:53,0.381,schools
"1008 W 32ND AV, VANCOUVER, BC",1209264,473776,59150670006,Vancouver Talmud Torah Elementary,1209333,474385,55.42726542416848,00:00:55,0.608,schools
"1009 E 10TH AV, VANCOUVER, BC",1212459,476086,59150744001,Florence Nightingale StrongStart Centre,1211687,475869,115.23688516747355,00:01:55,1.029,schools
"1009 E 11TH AV, VANCOUVER, BC",1212464,475979,59150744002,Florence Nightingale StrongStart Centre,1211687,475869,92.19890775235491,00:01:32,0.878,schools
"1009 E 14TH AV, VANCOUVER, BC",1212472,475685,59150745004,Charles Dickens Elementary,1212535,475325,95.69520252297579,00:01:35,0.552,schools
"1009 E 21ST AV, VANCOUVER, BC",1212479,475012,59154158001,Charles Dickens Elementary,1212535,475325,59.434762450533796,00:00:59,0.376,schools
"1009 E 22ND AV, VANCOUVER, BC",1212474,474906,59154158003,Charles Dickens Annex,1212533,474809,41.11994286782435,00:00:41,0.231,schools
"1009 E 40TH AV, VANCOUVER, BC",1212481,473006,59150385003,Sir Alexander Mackenzie Elementary,1212313,473057,54.039972811386434,00:00:54,0.218,schools
"1009 HARWOOD ST, VANCOUVER, BC",1208869,477757,59150793003,Pattison High School,1209307,478110,79.37420610548227,00:01:19,0.58,schools
"1009 LAURIER AV, VANCOUVER, BC",1209243,474769,59150659002,Vancouver Talmud Torah Elementary,1209333,474385,34.75058332952255,00:00:34,0.385,schools
"1009 W 10TH AV, VANCOUVER, BC",1209260,476063,59153136001,L'Ecole Bilingue Elementary,1209026,475541,101.12355778565895,00:01:41,0.847,schools
"1009 W 10TH AV, VANCOUVER, BC",1209244,476063,59153136001,L'Ecole Bilingue Elementary,1209026,475541,101.12355778565895,00:01:41,0.847,schools
"1009 W 32ND AV, VANCOUVER, BC",1209255,473821,59150670007,Vancouver Talmud Torah Elementary,1209333,474385,71.76747938841139,00:01:11,0.609,schools
"101 E 24TH AV, VANCOUVER, BC",1211053,474692,59150685004,David Livingstone Elementary,1211419,474823,68.45938271488201,00:01:08,0.467,schools
"101 E 24TH AV, VANCOUVER, BC",1211044,474693,59150685004,David Livingstone Elementary,1211419,474823,68.45938271488201,00:01:08,0.467,schools
"101 E 7TH AV, VANCOUVER, BC",1211030,476378,59153163006,St Patrick Regional Secondary,1211034,475992,98.4498659180218,00:01:38,0.652,schools
"101 E HASTINGS ST, VANCOUVER, BC",1210986,478245,59153581002,Crosstown Elementary,1210665,477892,118.37575689216281,00:01:58,0.723,schools
"101 E WATERFRONT ROAD, VANCOUVER, BC",1210971,478627,59153578001,Crosstown Elementary,1210665,477892,175.76742910780837,00:02:55,1.542,schools
"101 SMITHE ST, VANCOUVER, BC",1210019,477663,59154027003,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 SMITHE ST, VANCOUVER, BC",1210024,477669,59154027003,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 SMITHE ST, VANCOUVER, BC",1210014,477657,59154027003,Elsie Roy Elementary,1209538,477136,111.35040793650843,00:01:51,0.951,schools
"101 TALISMAN AV, VANCOUVER, BC",1210651,474294,59153251010,General Wolfe Elementary,1210854,474408,47.75538996512866,00:00:47,0.26,schools
"101 W 5TH AV, VANCOUVER, BC",1210692,476588,59154173010,St Patrick Regional Secondary,1211034,475992,143.49642072640117,00:02:23,1.143,schools
"101 W 5TH AV, VANCOUVER, BC",1210693,476574,59154173010,St Patrick Regional Secondary,1211034,475992,143.49642072640117,00:02:23,1.143,schools
"101 W 5TH AV, VANCOUVER, BC",1210693,476563,59154173010,St Patrick Regional Secondary,1211034,475992,143.49642072640117,00:02:23,1.143,schools
"1010 BURNABY ST, VANCOUVER, BC",1208896,477797,59150793003,Pattison High School,1209307,478110,81.1237672472802,00:01:21,0.587,schools
"1010 CHILCO ST, VANCOUVER, BC",1208065,479150,59150859003,King George Secondary,1208443,479047,81.35644470894934,00:01:21,0.518,schools
"1010 E 11TH AV, VANCOUVER, BC",1212463,475934,59150744003,Florence Nightingale StrongStart Centre,1211687,475869,81.46203377316841,00:01:21,0.828,schools
"1010 E 17TH AV, VANCOUVER, BC",1212535,475325,59154191007,Charles Dickens Elementary,1212535,475325,3.6443057267562206e-11,00:00:00,0,schools
"1010 E 21ST AV, VANCOUVER, BC",1212466,474955,59154158003,Charles Dickens Annex,1212533,474809,45.10837988713155,00:00:45,0.206,schools
"1010 E 22ND AV, VANCOUVER, BC",1212475,474859,59150373001,Charles Dickens Annex,1212533,474809,34.39063180697259,00:00:34,0.11,schools
"1010 E 40TH AV, VANCOUVER, BC",1212474,472946,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,55.86487922886208,00:00:55,0.276,schools
"1010 EXPO BOULEVARD, VANCOUVER, BC",1209991,477391,59153473006,The Westside School,1210172,477754,242.0347679755779,00:04:02,2.853,schools
"1010 GILFORD ST, VANCOUVER, BC",1208161,479061,59150864001,King George Secondary,1208443,479047,48.94537268433791,00:00:48,0.379,schools
"1010 HOWE ST, VANCOUVER, BC",1209381,477936,59154134003,Pattison High School,1209307,478110,128.03567024144974,00:02:08,0.788,schools
"1010 NANTON AV, VANCOUVER, BC",1209247,474221,59150670010,Vancouver Talmud Torah Elementary,1209333,474385,28.64905185611253,00:00:28,0.172,schools
"1010 PACIFIC BOULEVARD, VANCOUVER, BC",1210039,477294,59153474005,Elsie Roy Elementary,1209538,477136,64.31081636451653,00:01:04,0.616,schools
"1010 PACIFIC BOULEVARD, VANCOUVER, BC",1210038,477305,59153474005,Elsie Roy Elementary,1209538,477136,64.31081636451653,00:01:04,0.616,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212449,477627,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477597,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477582,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477574,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477582,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477590,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477605,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212483,477620,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212483,477628,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212483,477635,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477635,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212449,477612,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477589,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477613,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212449,477620,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212450,477605,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477574,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RAYMUR AV, VANCOUVER, BC",1212484,477597,59153188005,Admiral Seymour StrongStart Centre,1212578,477967,97.99620079979083,00:01:37,0.522,schools
"1010 RICHARDS ST, VANCOUVER, BC",1209613,477733,59154135001,Elsie Roy Elementary,1209538,477136,109.2572006830243,00:01:49,0.854,schools
"1010 SMITHE ST, VANCOUVER, BC",1209262,478345,59153683001,Pattison High School,1209307,478110,56.563742738101624,00:00:56,0.372,schools
"1010 W 33RD AV, VANCOUVER, BC",1209245,473669,59150668001,Pacific Torah Institute International,1209340,472811,88.7827672550958,00:01:28,0.886,schools
"1010 W 38TH AV, VANCOUVER, BC",1209223,473177,59150669008,Pacific Torah Institute International,1209340,472811,94.27290941180522,00:01:34,0.629,schools
"1010 W KING EDWARD AV, VANCOUVER, BC",1209242,474530,59150659018,Westside Montessori,1209243,474492,11.682231200733153,00:00:11,0.036,schools
"1011 BEACH AV, VANCOUVER, BC",1208624,477673,59153172001,Anchor Point Montessori,1208902,477646,66.05943045036241,00:01:06,0.501,schools
"1011 E 16TH AV, VANCOUVER, BC",1212466,475502,59150737003,Charles Dickens Elementary,1212535,475325,51.53468570394864,00:00:51,0.324,schools
"1011 E 38TH AV, VANCOUVER, BC",1212473,473210,59150385001,Sir Alexander Mackenzie Elementary,1212313,473057,46.75070002924994,00:00:46,0.269,schools
"1011 E 39TH AV, VANCOUVER, BC",1212478,473112,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,51.33012472840272,00:00:51,0.22,schools
"1011 E 41ST AV, VANCOUVER, BC",1212483,472904,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,66.93349173978342,00:01:06,0.32,schools
"1011 RICHELIEU AV, VANCOUVER, BC",1209231,475337,59150656001,L'Ecole Bilingue Elementary,1209026,475541,44.082590675203775,00:00:44,0.35,schools
"1011 W 33RD AV, VANCOUVER, BC",1209248,473728,59150670006,Vancouver Talmud Torah Elementary,1209333,474385,86.71289942726534,00:01:26,0.761,schools
"1011 W 38TH AV, VANCOUVER, BC",1209212,473202,59150669008,Pacific Torah Institute International,1209340,472811,85.90934594687705,00:01:25,0.604,schools
"1011 W CORDOVA ST, VANCOUVER, BC",1209876,478908,59153997002,Alexander Academy,1210097,478578,93.11598577884988,00:01:33,0.542,schools
"1011 W KING EDWARD AV, VANCOUVER, BC",1209237,474600,59150659016,Westside Montessori,1209243,474492,59.357733195880925,00:00:59,0.419,schools
"1012 BALFOUR AV, VANCOUVER, BC",1209227,474818,59150659002,Vancouver Talmud Torah Elementary,1209333,474385,51.64710218418701,00:00:51,0.458,schools
"1012 BROUGHTON ST, VANCOUVER, BC",1208693,478565,59153676004,Lord Roberts Annex,1208956,478319,78.44240412231528,00:01:18,0.413,schools
"1012 E 12TH AV, VANCOUVER, BC",1212468,475829,59150745005,Florence Nightingale StrongStart Centre,1211687,475869,90.91061597462999,00:01:30,0.831,schools
"1012 E 28TH AV, VANCOUVER, BC",1212481,474249,59150375007,Sir Richard McBride Annex,1212408,473884,55.82208062434339,00:00:55,0.364,schools
"1012 E 33RD AV, VANCOUVER, BC",1212467,473671,59150381003,Sir Richard McBride Annex,1212408,473884,60.839268008477,00:01:00,0.292,schools
"1012 E 37TH AV, VANCOUVER, BC",1212473,473255,59150385001,Sir Alexander Mackenzie Elementary,1212313,473057,60.36206037645255,00:01:00,0.32,schools
"1012 E 38TH AV, VANCOUVER, BC",1212477,473154,59150385002,Sir Alexander Mackenzie Elementary,1212313,473057,51.252645448227085,00:00:51,0.22,schools
"1012 E 40TH AV, VANCOUVER, BC",1212483,472947,59150387001,Sir Alexander Mackenzie Elementary,1212313,473057,67.0797539806453,00:01:07,0.32,schools
"1012 MAIN ST, VANCOUVER, BC",1211194,477561,59150751001,Columbia College,1211535,477142,122.51726444248736,00:02:02,1.038,schools
"1012 NELSON ST, VANCOUVER, BC",1209203,478112,59153684001,Pattison High School,1209307,478110,29.613682440020938,00:00:29,0.152,schools
